"Campaign name","Ad set name","Campaign ID",Placement,"Ad name","Ad set ID","Ad ID",Platform,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result Type",Results,"Amount spent (USD)","Cost per result",Starts,Ends,"Purchase ROAS (return on ad spend)","CTR (all)","Result rate","Reporting starts","Reporting ends"
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Right column","Before/After Kids 3 - Copy",120226861223700727,120226861386800727,facebook,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"What's Your Sticker Winner Campaign – Variants - Aug 11","Misc Changed Copy",120229147033560727,"Messenger Stories","PSST. your other half",120229147344600727,120229147344590727,messenger,active,ad,1,1,1,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"4/27 - Purchase Optimized Advantage+ shopping campaign 27/04/2025 Campaign","4/27 - Purchase Optimized Advantage+ shopping campaign 27/04/2025 Ad Set",120221392651830727,Unknown,"Advantage+ shopping campaign 27/04/2025 Ad – Copy 2",120221392651850727,120221396812650727,unknown,active,ad,0,0,0,"7-day click, 1-day view or 1-day engaged view","Website purchases",1,0,0,2025-04-27,Ongoing,,,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Search results","Before/After Selfies 3 - Copy",120226861223700727,120226861386760727,facebook,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Selfies",120226766032730727,"Facebook Reels","Before/After Selfies 2",120226766032900727,120226766032810727,facebook,archived,ad,1,1,1,"7-day click",,,0,,2025-07-08,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Messenger Stories","Before/After Selfies 2 - Copy",120226861223700727,120226861386830727,messenger,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Facebook profile feed","Before/After Selfies 3 - Copy",120226861223700727,120226861386760727,facebook,active,ad,3,3,1,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Search results","Before/After Selfies 2 - Copy",120226861223700727,120226861386830727,facebook,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Overlay ads in Reels","Before/After Couples 2 - Copy",120226861223700727,120226861386820727,facebook,active,ad,2,4,2,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Messenger Stories","Before/After Selfies 3 - Copy",120226861223700727,120226861386760727,messenger,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Messenger Stories","Before/After Couples 2 - Copy",120226861223700727,120226861386820727,messenger,active,ad,4,5,1.25,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Search results","Before/After Couples 3 - Copy",120226861223700727,120226861386810727,facebook,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Facebook profile feed","Before/After Couples 3 - Copy",120226861223700727,120226861386810727,facebook,active,ad,2,2,1,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Overlay ads in Reels","Before/After Couples 3 - Copy",120226861223700727,120226861386810727,facebook,active,ad,1,3,3,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Facebook profile feed","Before/After Selfies 2 - Copy",120226861223700727,120226861386830727,facebook,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Right column","Before/After People With Pets 3 - Copy",120226861223700727,120226861386770727,facebook,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Couples",120226766032730727,"Messenger Stories","Before/After Couples 2",120226766032720727,120226766032840727,messenger,archived,ad,2,2,1,"7-day click",,,0,,2025-07-08,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"In-stream reels","Before/After Kids 2 - Copy",120226861223700727,120226861386840727,facebook,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 People With Pets",120226766032730727,"Search results","Before/After People With Pets 1",120226766032870727,120226766032790727,facebook,archived,ad,4,4,1,"7-day click",,,0,,2025-07-08,Ongoing,,0,,2025-07-20,2025-08-18
"Sticker Showcase","Video - Showcase",120226982164710727,"Instagram Reels","Showcase - Narration",120226982164700727,120226982164690727,instagram,not_delivering,ad,1,1,1,"7-day click, 1-day view or 1-day engaged view","Website purchases",1,0,0,2025-07-11,Ongoing,,0,100,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Selfies",120226766032730727,"Explore home","Before/After Selfies 3",120226766032900727,120226766032800727,instagram,archived,ad,0,3,0,"7-day click",,,0,,2025-07-08,Ongoing,,0,,2025-07-20,2025-08-18
"Sticker Showcase","Video - Showcase",120226982164710727,"Facebook notifications","Showcase - Narration",120226982164700727,120226982164690727,facebook,not_delivering,ad,2,2,1,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-07-11,Ongoing,,0,,2025-07-20,2025-08-18
"What's Your Sticker Winner Campaign – Variants - Aug 11","Tag Copy",120229147033560727,"Overlay ads in Reels","Tag Your Other Half",120229147236440727,120229147236450727,facebook,not_delivering,ad,7,7,1,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Dog Winner",120226508443690727,"Native, banner and interstitial","Dog - 1",120229236504620727,120229236504610727,audience_network,active,ad,0,1,0,"7-day click or 1-day view",,,0,,2025-08-13,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Couples",120226766032730727,"In-stream reels","Before/After Couples 1",120226766032720727,120226766032830727,facebook,archived,ad,1,1,1,"7-day click",,,0,,2025-07-08,Ongoing,,0,,2025-07-20,2025-08-18
"What's Your Sticker Winner Campaign – Variants - Aug 11","Tag Copy",120229147033560727,"Right column","Tag Your Other Half",120229147236440727,120229147236450727,facebook,not_delivering,ad,4,5,1.25,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"What's Your Sticker Winner Campaign – Variants - Aug 11",Dating,120229147033560727,"Facebook notifications","New Images - Purple Dress, Dodgers, Flower",120229147419510727,120229147419520727,facebook,active,ad,0,1,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Search results","Before/After Kids 3 - Copy",120226861223700727,120226861386800727,facebook,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Search results","Before/After Kids 2 - Copy",120226861223700727,120226861386840727,facebook,active,ad,3,3,1,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Dog Winner",120226508443690727,"Messenger Stories","Dog - 1",120229236504620727,120229236504610727,messenger,active,ad,0,1,0,"7-day click or 1-day view",,,0,,2025-08-13,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,Feed,"Before/After Kids 2 - Copy",120226861223700727,120226861386840727,facebook,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Kids",120226766032730727,"Explore home","Before/After Kids 3",120226766032860727,120226766032740727,instagram,inactive,ad,1,1,1,"7-day click",,,0,,2025-07-08,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Kids",120226766032730727,"Search results","Before/After Kids 3",120226766032860727,120226766032740727,facebook,inactive,ad,2,2,1,"7-day click",,,0,,2025-07-08,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Right column","Before/After Kids 2 - Copy",120226861223700727,120226861386840727,facebook,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Kids",120226766032730727,"Facebook profile feed","Before/After Kids 3",120226766032860727,120226766032740727,facebook,inactive,ad,1,1,1,"7-day click",,,0,,2025-07-08,Ongoing,,0,,2025-07-20,2025-08-18
"Advantage+ shopping campaign 04/05/2025 Campaign","Advantage+ shopping campaign 04/05/2025 Ad set",120222571952620727,"Messenger Stories","Advantage+ shopping campaign 04/05/2025 Ad",120222571952610727,120222571952600727,messenger,active,ad,0,2,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-05-04,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Search results","Advantage+ shopping campaign 04/05/2025 Ad - Copy",120226861223700727,120226861386740727,facebook,active,ad,0,3,0,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"4/27 - Purchase Optimized Advantage+ shopping campaign 27/04/2025 Campaign","4/27 - Purchase Optimized Advantage+ shopping campaign 27/04/2025 Ad Set",120221392651830727,"Instagram search results","Advantage+ shopping campaign 27/04/2025 Ad – Copy 2",120221392651850727,120221396812650727,instagram,active,ad,0,1,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-04-27,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Facebook profile feed","Before/After Selfies 1 - Copy",120226861223700727,120226861386790727,facebook,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Selfies",120226766032730727,"Facebook profile feed","Before/After Selfies 2",120226766032900727,120226766032810727,facebook,archived,ad,2,2,1,"7-day click",,,0,,2025-07-08,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Search results","Before/After Selfies 1 - Copy",120226861223700727,120226861386790727,facebook,active,ad,2,2,1,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Couples",120226508443690727,"Explore home","Before/After Couples 2",120226544733500727,120226544815150727,instagram,active,ad,0,1,0,"7-day click or 1-day view",,,0,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
"Before After Video - Individual","Before After Video - Individual",120226983889710727,"Overlay ads in Reels","Before After Video - Individual - Money - 2",120226983889700727,120226983889720727,facebook,inactive,ad,8,8,1,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-07-11,Ongoing,,0,,2025-07-20,2025-08-18
"Married - What's Your Sticker Campaign – Copy","Married - What's Your Sticker Ad Set",120225320993160727,Unknown,"Advantage+ shopping campaign 04/05/2025 Ad",120225320993150727,120225320993170727,unknown,active,ad,0,0,0,"7-day click, 1-day view or 1-day engaged view","Website purchases",1,0,0,2025-06-15,Ongoing,,,,2025-07-20,2025-08-18
"Showcase Winner Variants - Conversion Value","Video - White Background",120228803582570727,"Search results","Showcase Same Winner - Same Couples",120228806570330727,120228806578190727,facebook,active,ad,8,8,1,"7-day click",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Kids",120226508443690727,Marketplace,"Before/After Kids 1",120226537615120727,120226537615110727,facebook,active,ad,0,1,0,"7-day click or 1-day view",,,0,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
"Showcase Winner Variants - Conversion Value","Video - Diff Background",120228803582570727,"Facebook profile feed","Showcase Same Winner - Diff Couple 2",120228803798280727,120228806890680727,facebook,inactive,ad,4,4,1,"7-day click",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Showcase Winner Variants - Conversion Value","Video - Diff Background",120228803582570727,"Explore home","Showcase Same Winner - Diff Couple 2",120228803798280727,120228806890680727,instagram,inactive,ad,1,1,1,"7-day click",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Showcase Winner Variants - Conversion Value","Video - Diff Background",120228803582570727,"Messenger Stories","Showcase Same Winner - Diff Couple 2",120228803798280727,120228806890680727,messenger,inactive,ad,1,1,1,"7-day click",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Kids",120226508443690727,"Instagram search results","Before/After Kids 1",120226537615120727,120226537615110727,instagram,active,ad,0,1,0,"7-day click or 1-day view",,,0,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
"Showcase Winner Variants - Conversion Value","Video - White Background",120228803582570727,"Explore home","Showcase Same Winner -  Diff Couples 1",120228806570330727,120228806570340727,instagram,inactive,ad,0,1,0,"7-day click",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Kids",120226766032730727,"Facebook notifications","Before/After Kids 1",120226766032860727,120226766032750727,facebook,active,ad,0,1,0,"7-day click",,,0,,2025-07-08,Ongoing,,0,,2025-07-20,2025-08-18
"Showcase Winner Variants - Conversion Value","Video - White Background",120228803582570727,"Business Explore","Showcase Same Winner -  Diff Couples 1",120228806570330727,120228806570340727,facebook,inactive,ad,2,2,1,"7-day click",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Video - Showcase – Copy 2 - Conversion Value","Video - Showcase",120228807475450727,"Feed: video feeds","Showcase - Kids 1",120228807475440727,120228807475460727,facebook,active,ad,0,1,0,"7-day click",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After Selfie 2 - Vin",Kid,120229026381790727,"Messenger Stories","Kid - Scooter",120229026381830727,120229026381870727,messenger,active,ad,4,7,1.75,"7-day click or 1-day view",,,0,,2025-08-08,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After Selfie 2 - Vin",Kid,120229026381790727,"Explore home","Kid - Scooter",120229026381830727,120229026381870727,instagram,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-08-08,Ongoing,,0,,2025-07-20,2025-08-18
"Video - Showcase – Copy 2 - Conversion Value","Showcase - 200,000 Stickers - CTA",120228806964790727,"Instagram search results","Showcase Same Winner - CTA",120228807320410727,120228807320400727,instagram,inactive,ad,1,1,1,"7-day click",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Winner Copy 2",120226508443690727,"Overlay ads in Reels","Woman Duo - Flower",120229026291600727,120229026329700727,facebook,active,ad,6,6,1,"7-day click or 1-day view",,,0,,2025-08-08,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Kids",120226508443690727,"Right column","Before/After Kids 1",120226537615120727,120226537615110727,facebook,active,ad,24,25,1.04166667,"7-day click or 1-day view",,,0,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
"Showcase Winner Variants - Conversion Value","Video - Diff Background",120228803582570727,"Messenger Stories","Showcase Same Winner - Diff Couple 1",120228803798280727,120228803798270727,messenger,not_delivering,ad,1,1,1,"7-day click",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Winner Copy 2",120226508443690727,"Messenger Stories","Woman Duo - Flower",120229026291600727,120229026329700727,messenger,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-08-08,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Kids – Copy",120226508443690727,"Instagram search results","Before/After Kids 1",120228301185640727,120228301185620727,instagram,inactive,ad,0,1,0,"7-day click or 1-day view",,,0,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Kids – Copy",120226508443690727,"Facebook notifications","Before/After Kids 2",120228301185640727,120228301185610727,facebook,inactive,ad,0,1,0,"7-day click or 1-day view",,,0,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After People With Pets",120226508443690727,"Right column","Before/After People With Pets 2",120226537775840727,120226538359980727,facebook,active,ad,2,2,1,"7-day click or 1-day view",,,0,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
"Advantage+ shopping campaign 04/05/2025 Campaign – Copy 2 Campaign","Advantage+ shopping campaign 04/05/2025 Campaign – Copy 2 Ad Set",120224364862220727,"Explore home","Advantage+ shopping campaign 04/05/2025 Ad",120224364862200727,120224364862210727,instagram,active,ad,0,1,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies",120226508443690727,"In-stream reels","Before/After Selfies 2",120226537967710727,120226538267520727,facebook,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
"Carousel - Older – Copy","Carousel Older",120229037097950727,"Explore home","Older – Copy",120229037097940727,120229037097960727,instagram,not_delivering,ad,1,1,1,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-08-09,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies",120226508443690727,"Search results","Before/After Selfies 2",120226537967710727,120226538267520727,facebook,active,ad,7,7,1,"7-day click or 1-day view",,,0,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Kids – Copy",120226508443690727,"Facebook profile feed","Before/After Kids 1",120228301185640727,120228301185620727,facebook,inactive,ad,4,4,1,"7-day click or 1-day view",,,0,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
"Advantage+ shopping campaign 04/05/2025 Campaign – Copy","Advantage+ shopping campaign 04/05/2025 Ad set",120228693685570727,"Explore home","Advantage+ shopping campaign 04/05/2025 Ad",120228693685580727,120228693685590727,instagram,active,ad,0,1,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-08-02,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Kids – Copy",120226508443690727,"Search results","Before/After Kids 1",120228301185640727,120228301185620727,facebook,inactive,ad,11,11,1,"7-day click or 1-day view",,,0,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Kids – Copy",120226508443690727,"Overlay ads in Reels","Before/After Kids 1",120228301185640727,120228301185620727,facebook,inactive,ad,2,2,1,"7-day click or 1-day view",,,0,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Kids – Copy",120226508443690727,"Explore home","Before/After Kids 1",120228301185640727,120228301185620727,instagram,inactive,ad,2,2,1,"7-day click or 1-day view",,,0,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Kids – Copy",120226508443690727,Unknown,"Before/After Kids 1",120228301185640727,120228301185620727,unknown,inactive,ad,0,0,0,"7-day click or 1-day view","Website purchases",1,0,0,2025-07-29,Ongoing,,,,2025-07-20,2025-08-18
"Video - Showcase – Copy 2","Video - Showcase",120228693643250727,Unknown,"Showcase - Money Can't Buy Happiness Sound",120228693643230727,120228693643240727,unknown,active,ad,0,0,0,"7-day click, 1-day view or 1-day engaged view","Website purchases",1,0,0,2025-08-02,Ongoing,,,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies",120226508443690727,"Messenger Stories","Before/After Selfies 1",120226537967710727,120226537967700727,messenger,inactive,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies",120226508443690727,"Overlay ads in Reels","Before/After Selfies 1",120226537967710727,120226537967700727,facebook,inactive,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
"Married - What's Your Sticker Campaign – Copy","Married - What's Your Sticker Ad Set",120225320993160727,"Feed: video feeds","Advantage+ shopping campaign 04/05/2025 Ad",120225320993150727,120225320993170727,facebook,active,ad,0,1,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-06-15,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Kids",120226766032730727,"Right column","Before/After Kids 1",120226766032860727,120226766032750727,facebook,active,ad,0,2,0,"7-day click",,,0,,2025-07-08,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Kids – Copy",120226508443690727,"Facebook profile feed","Before/After Kids 2",120228301185640727,120228301185610727,facebook,inactive,ad,0,4,0,"7-day click or 1-day view",,,0,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After Vin Duos 1 - babe","Before/After Vin - Duos 1 - babe",120228808147620727,"Overlay ads in Reels","Before/After Vin - Duos 1 – babe – Copy",120228808147650727,120228808147710727,facebook,not_delivering,ad,24,52,2.16666667,"7-day click",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Younger Couples Copy","Younger - Ad Set",120228808077900727,"Facebook notifications","Younger Couples – Copy",120228808077940727,120228808078100727,facebook,active,ad,0,1,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Married - What's Your Sticker Campaign","Married - What's Your Sticker Ad Set",120224399840310727,"Native, banner and interstitial","Advantage+ shopping campaign 04/05/2025 Ad",120224399840290727,120224399840300727,audience_network,active,ad,0,4,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Winner Copy",120226508443690727,"Feed: video feeds","Juicy Dog",120229026027730727,120229026027740727,facebook,inactive,ad,0,11,0,"7-day click or 1-day view",,,0,,2025-08-08,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After Vin Duos 1 - babe","Before/After Vin - Duos 1 - babe",120228808147620727,"In-stream reels","Before/After Vin - Duos 1 – babe – Copy",120228808147650727,120228808147710727,facebook,not_delivering,ad,0,2,0,"7-day click",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"What's Your Couple Sticker - Diff Images Campaign","What's Your Couple Sticker - Diff Images Ad Set",120224398893970727,"Explore home","3 Diff Images - Same Winner",120224398893950727,120224398893960727,instagram,active,ad,0,1,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After Vin Duos 1 - babe","Before/After Vin - Duos 1 - babe",120228808147620727,"Search results","Before/After Vin - Duos 1 – babe – Copy",120228808147650727,120228808147710727,facebook,not_delivering,ad,0,1,0,"7-day click",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After Selfies Winner Copy - New People","Vin - Aug 8",120228983747100727,"Overlay ads in Reels","Before/After Selfies 1 - Vin",120228983747400727,120228983747840727,facebook,active,ad,36,42,1.16666667,"7-day click or 1-day view",,,0,,2025-08-08,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Winner Copy",120226508443690727,"Instagram search results","Juicy Dog",120229026027730727,120229026027740727,instagram,inactive,ad,9,9,1,"7-day click or 1-day view",,,0,,2025-08-08,Ongoing,,0,,2025-07-20,2025-08-18
"Married - What's Your Sticker Campaign","Married - What's Your Sticker Ad Set",120224399840310727,"Explore home","Advantage+ shopping campaign 04/05/2025 Ad",120224399840290727,120224399840300727,instagram,active,ad,0,2,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
"What's Your Couple Sticker - Diff Images Campaign","What's Your Couple Sticker - Diff Images Ad Set",120224398893970727,"Feed: video feeds","3 Diff Images - Same Winner",120224398893950727,120224398893960727,facebook,active,ad,0,1,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After Selfies 3 Winner Copy","Before/After Selfies 3 Winner Copy",120228982275630727,"Explore home","Before/After Selfies 3 – Copy",120228982275930727,120228982276130727,instagram,active,ad,2,2,1,"7-day click or 1-day view",,,0,,2025-08-07,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After Selfies Winner Copy - New People","Vin - Aug 8",120228983747100727,"Native, banner and interstitial","Before/After Selfies 1 - Vin",120228983747400727,120228983747840727,audience_network,active,ad,4,4,1,"7-day click or 1-day view",,,0,,2025-08-08,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After Selfies Winner Copy - New People","Vin - Aug 8",120228983747100727,Marketplace,"Before/After Selfies 1 - Vin",120228983747400727,120228983747840727,facebook,active,ad,0,6,0,"7-day click or 1-day view",,,0,,2025-08-08,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After Selfies Winner Copy - New People","Vin - Aug 8",120228983747100727,"Feed: video feeds","Before/After Selfies 1 - Vin",120228983747400727,120228983747840727,facebook,active,ad,0,2,0,"7-day click or 1-day view",,,0,,2025-08-08,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Winner Copy",120226508443690727,"Facebook notifications","Juicy Dog",120229026027730727,120229026027740727,facebook,inactive,ad,0,3,0,"7-day click or 1-day view",,,0,,2025-08-08,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Kids – Copy",120226766032730727,"Facebook notifications","Before/After Kids 2",120228808040530727,120228808040520727,facebook,inactive,ad,0,1,0,"7-day click",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Winner Copy 2",120226508443690727,Marketplace,"Woman Duo - Flower",120229026291600727,120229026329700727,facebook,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-08-08,Ongoing,,0,,2025-07-20,2025-08-18
"Married New Copy - What's Your Sticker Campaign","Married New Copy - What's Your Sticker Ad Set",120224401093610727,"In-stream reels","Advantage+ shopping campaign 04/05/2025 Ad",120224401093590727,120224401093600727,facebook,active,ad,0,3,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
"Video - Showcase – Copy 2 - Conversion Value","Showcase - #1 Couple Sticker - CTA",120228806964790727,"Search results","Showcase Same Winner - CTA",120228806964800727,120228807182070727,facebook,inactive,ad,14,14,1,"7-day click",,,0,,2025-08-04,Ongoing,,7.14285714,,2025-07-20,2025-08-18
"Copy - Dating - What's Your Sticker","Dating - New Copy - What's Your Sticker Ad Set – Copy",120225035813180727,"Explore home","Advantage+ shopping campaign 04/05/2025 Ad",120225035813830727,120225035813820727,instagram,active,ad,0,1,0,"7-day click or 1-day view",,,0,,2025-06-12,Ongoing,,0,,2025-07-20,2025-08-18
