"Campaign name","Ad set name","Campaign ID",Placement,"Ad name","Ad set ID","Ad ID",Platform,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result Type",Results,"Amount spent (USD)","Cost per result",Starts,Ends,"Purchase ROAS (return on ad spend)","CTR (all)","Result rate","Reporting starts","Reporting ends"
"Sticker Drop - 2","Sticker Drop Set  - 2",120228807750390727,"Native, banner and interstitial",Women,120228807750380727,120228807750400727,audience_network,active,ad,0,4,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Rotating - What's Yours","Rotating Ad Set - 1",120228807785910727,"Business Explore",Reviews,120228807785900727,120228807785920727,facebook,active,ad,0,1,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Winner Copy 2",120226508443690727,"Native, banner and interstitial","Woman Selfie - Dress",120229026291600727,120229026307390727,audience_network,inactive,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-08-08,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Winner Copy 2",120226508443690727,"Search results","Woman Selfie - Dress",120229026291600727,120229026307390727,facebook,inactive,ad,6,6,1,"7-day click or 1-day view",,,0,,2025-08-08,Ongoing,,0,,2025-07-20,2025-08-18
"Married New Copy - What's Your Sticker Campaign","Married New Copy - What's Your Sticker Ad Set",120224401093610727,"Explore home","Advantage+ shopping campaign 04/05/2025 Ad",120224401093590727,120224401093600727,instagram,active,ad,0,2,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Kids – Copy",120226766032730727,"Right column","Before/After Kids 2",120228808040530727,120228808040520727,facebook,inactive,ad,12,33,2.75,"7-day click",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Rotating - What's Yours","Rotating Ad Set - 2",120228807785910727,"Messenger Stories","What Does Your Bubble",120228807810760727,120228807810750727,messenger,inactive,ad,1,1,1,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Young - What's Your Sticker Campaign","Young - What's Your Sticker Ad Set",120224400280360727,"Feed: video feeds","Advantage+ shopping campaign 04/05/2025 Ad",120224400280340727,120224400280350727,facebook,active,ad,0,1,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Winner Copy 2",120226508443690727,Marketplace,"Woman Selfie - Dress",120229026291600727,120229026307390727,facebook,inactive,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-08-08,Ongoing,,0,,2025-07-20,2025-08-18
"Video - Showcase – Copy 2 - Conversion Value","Video - Showcase",120228807867650727,"Business Explore","Showcase - Gradient",120228807867640727,120228807867630727,facebook,inactive,ad,0,1,0,"7-day click or 1-day view",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Video - Showcase – Copy 2 - Conversion Value","Video - Showcase",120228807867650727,"Explore home","Showcase - Gradient",120228807867640727,120228807867630727,instagram,inactive,ad,0,1,0,"7-day click or 1-day view",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Winner Copy",120226508443690727,"Right column","Juicy Dog",120229026027730727,120229026027740727,facebook,inactive,ad,153,153,1,"7-day click or 1-day view",,,0,,2025-08-08,Ongoing,,0,,2025-07-20,2025-08-18
"Before/After 2","Before/After 2 Kids – Copy",120226766032730727,"Instagram search results","Before/After Kids 2",120228808040530727,120228808040520727,instagram,inactive,ad,0,1,0,"7-day click",,,0,,2025-08-04,Ongoing,,0,,2025-07-20,2025-08-18
"Carousel - Older – Copy","Carousel Older",120229037097950727,"Search results","Older – Copy",120229037097940727,120229037097960727,facebook,not_delivering,ad,0,2,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-08-09,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Kids – Copy",120226508443690727,"Explore home","Before/After Kids 2",120228301185640727,120228301185610727,instagram,inactive,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
"Before After Video - Individual","Before After Video - Individual",120226983889710727,"Right column","Before After Video - Individual - Money - 2",120226983889700727,120226983889720727,facebook,inactive,ad,4,4,1,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-07-11,Ongoing,,0,,2025-07-20,2025-08-18
"May 4th - New Sales campaign - Advantage+ shopping campaign – Copy","New Sales ad set",120222833218160727,"Facebook profile feed","She's Obsessed – Copy 2",120222833218170727,120222833218190727,facebook,inactive,ad,7,7,1,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-05-08,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Duos","Before/After Vin - Duos 1",120227145052470727,"Search results","Before/After Vin - Duos 1 - no way",120227145052500727,120227145052440727,facebook,not_delivering,ad,1,1,1,"7-day click",,,0,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
"May 4th - New Sales campaign - Advantage+ shopping campaign – Copy","New Sales ad set",120222833218160727,"Right column","She's Obsessed – Copy 2",120222833218170727,120222833218190727,facebook,inactive,ad,2,7,3.5,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-05-08,Ongoing,,0,,2025-07-20,2025-08-18
"Testimonials - Women - What's Your Sticker Winner - Aug 11","Women Quotes – Copy",120229146647470727,"Messenger Stories","Turned All Our Fav Pics",120229146708300727,120229146708310727,messenger,active,ad,0,1,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Duos","Before/After Vin - Duos 1",120227145052470727,"Overlay ads in Reels","Before/After Vin - Duos 1 – babe",120227145052500727,120227145121200727,facebook,not_delivering,ad,2,2,1,"7-day click",,,0,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Duos","Before/After Vin - Duos 1",120227145052470727,"Messenger Stories","Before/After Vin - Duos 1 – babe",120227145052500727,120227145121200727,messenger,not_delivering,ad,4,4,1,"7-day click",,,0,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Couples",120226508443690727,"Messenger Stories","Before/After Couples 1",120226544733500727,120226544845820727,messenger,inactive,ad,2,2,1,"7-day click or 1-day view",,,0,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Duos","Before/After Vin - Duos 1",120227145052470727,"Right column","Before/After Vin - Duos 1 – babe",120227145052500727,120227145121200727,facebook,not_delivering,ad,0,1,0,"7-day click",,,0,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
"May 4th - New Sales campaign - Advantage+ shopping campaign – Copy","New Sales ad set",120222833218160727,Explore,"She's Obsessed – Copy 2",120222833218170727,120222833218190727,instagram,inactive,ad,2,2,1,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-05-08,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Couples",120226508443690727,"Right column","Before/After Couples 1",120226544733500727,120226544845820727,facebook,inactive,ad,6,7,1.16666667,"7-day click or 1-day view",,,0,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Duos","Before/After Vin - Duos 1",120227145052470727,Unknown,"Before/After Vin - Duos 1 – babe",120227145052500727,120227145121200727,unknown,not_delivering,ad,0,0,0,"7-day click","Website purchases",1,0,0,2025-07-14,Ongoing,,,,2025-07-20,2025-08-18
"Testimonials - Women - What's Your Sticker Winner - Aug 11","Women Quotes",120229146647470727,"Messenger Stories",Obsessed!!,120229146647460727,120229146647480727,messenger,active,ad,0,1,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Duos","Before/After Vin - Duos 2",120227145052470727,"Native, banner and interstitial","Before/After Vin - Duos 2",120227145143200727,120227145143180727,audience_network,active,ad,0,2,0,"7-day click",,,0,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Duos","Before/After Vin - Duos 3",120227145052470727,"Search results","Before/After Vin - Duos 3 – is that us?",120227145324010727,120227145643620727,facebook,inactive,ad,3,3,1,"7-day click",,,0,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
"Testimonials - Women - What's Your Sticker Winner - Aug 11","Women Quotes",120229146647470727,"Explore home",Obsessed!!,120229146647460727,120229146647480727,instagram,active,ad,0,1,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Duos","Before/After Vin - Duos 1",120227145052470727,Feed,"Before/After Vin - Duos 1 - no way",120227145052500727,120227145052440727,instagram,not_delivering,ad,1,1,1,"7-day click",,,0,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Duos","Before/After Vin - Duos 1",120227145052470727,"Right column","Before/After Vin - Duos 1 - no way",120227145052500727,120227145052440727,facebook,not_delivering,ad,2,7,3.5,"7-day click",,,0,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Couples",120226508443690727,"In-stream reels","Before/After Couples 3",120226544733500727,120226544780680727,facebook,inactive,ad,4,4,1,"7-day click or 1-day view",,,0,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Facebook profile feed","She's Obsessed – Copy 2 - Copy",120226861223700727,120226861386850727,facebook,active,ad,14,14,1,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Testimonials - Women - What's Your Sticker Winner - Aug 11","Women Quotes – Copy 3",120229146647470727,"In-stream reels","Wedding Favors",120229146906890727,120229146906900727,facebook,active,ad,0,1,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"May 4th - New Sales campaign - Advantage+ shopping campaign – Copy","New Sales ad set",120222833218160727,"Search results","She's Obsessed – Copy",120222833218170727,120222833218180727,facebook,active,ad,7,8,1.14285714,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-05-08,Ongoing,,0,,2025-07-20,2025-08-18
"May 4th - New Sales campaign - Advantage+ shopping campaign – Copy","New Sales ad set",120222833218160727,"Overlay ads in Reels","She's Obsessed – Copy",120222833218170727,120222833218180727,facebook,active,ad,9,9,1,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-05-08,Ongoing,,0,,2025-07-20,2025-08-18
"Before After Video - Individual","Before After Video - Individual",120226983889710727,"Search results","Before After Video - Individual - Money – Copy",120226983889700727,120226984010760727,facebook,not_delivering,ad,2,2,1,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-07-11,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,Explore,"She's Obsessed – Copy 2 - Copy",120226861223700727,120226861386850727,instagram,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Lookalike Purchasers 1%","Lookalike Purchasers 1%",120226861223690727,"Messenger Stories","She's Obsessed – Copy 2 - Copy",120226861223700727,120226861386850727,messenger,active,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-07-09,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Singles","Before/After Vin - Singles 1",120227144025840727,Unknown,"Before After Vin - Single",120227144025820727,120227144025850727,unknown,inactive,ad,0,0,0,"7-day click","Website purchases",1,0,0,2025-07-14,Ongoing,,,,2025-07-20,2025-08-18
"Women Only – Before/After Duos","Before/After Vin - Duos 1",120227145052470727,"Facebook notifications","Before/After Vin - Duos 1 - no way",120227145052500727,120227145052440727,facebook,not_delivering,ad,1,1,1,"7-day click",,,0,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
Testimonials,"Testimonials Ours Came Out Great",120226545237120727,"Facebook notifications","Testimonials Ours Came Out Great",120226545237250727,120226545385640727,facebook,inactive,ad,7,7,1,"7-day click or 1-day view",,,0,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
"Testimonials - Women - What's Your Sticker Winner - Aug 11","Women Quotes – Copy 2",120229146647470727,"Search results","My Ex Texted",120229146856260727,120229146856250727,facebook,active,ad,4,7,1.75,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-08-11,Ongoing,,0,,2025-07-20,2025-08-18
"May 4th - New Sales campaign - Advantage+ shopping campaign – Copy","New Sales ad set",120222833218160727,"In-stream reels","She's Obsessed – Copy",120222833218170727,120222833218180727,facebook,active,ad,1,1,1,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-05-08,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Singles","Before/After Vin - Singles 2",120227144025840727,"Messenger Stories","Before After Vin - Single 2",120227144907110727,120227144907120727,messenger,inactive,ad,1,1,1,"7-day click",,,0,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
Testimonials,"Testimonials Ours Came Out Great",120226545237120727,"Native, banner and interstitial","Testimonials Ours Came Out Great",120226545237250727,120226545385640727,audience_network,inactive,ad,0,1,0,"7-day click or 1-day view",,,0,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Couples",120226508443690727,"Facebook Reels","Before/After Couples 1",120226544733500727,120226544845820727,facebook,inactive,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
"Women Only – Before/After Duos","Before/After Vin - Duos 1",120227145052470727,"Overlay ads in Reels","Before/After Vin - Duos 1 - no way",120227145052500727,120227145052440727,facebook,not_delivering,ad,2,2,1,"7-day click",,,0,,2025-07-14,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Couples",120226508443690727,"Right column","Before/After Couples 3",120226544733500727,120226544780680727,facebook,inactive,ad,7,15,2.14285714,"7-day click or 1-day view",,,0,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Couples",120226508443690727,"Search results","Before/After Couples 3",120226544733500727,120226544780680727,facebook,inactive,ad,7,7,1,"7-day click or 1-day view",,,0,,2025-07-04,Ongoing,,0,,2025-07-20,2025-08-18
"Advantage+ shopping campaign 04/05/2025 Campaign – Copy","Advantage+ shopping campaign 04/05/2025 Ad set",120224364675780727,Unknown,"Advantage+ shopping campaign 04/05/2025 Ad",120224364675770727,120224364675790727,unknown,active,ad,0,0,0,"7-day click, 1-day view or 1-day engaged view","Website purchases",1,0,0,2025-06-04,Ongoing,,,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Copy",120226508443690727,"Facebook notifications","Before/After Selfies 3",120228301197000727,120228301197020727,facebook,inactive,ad,2,2,1,"7-day click or 1-day view",,,0,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Copy",120226508443690727,Marketplace,"Before/After Selfies 2",120228301197000727,120228301197010727,facebook,inactive,ad,0,1,0,"7-day click or 1-day view",,,0,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
"Testimonial Men - What's Your Sticker Winner","Men Quotes",120229144778250727,"Instagram search results","My Girlfriend Is Addicted",120229144778240727,120229144976800727,instagram,active,ad,0,1,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-08-11,Ongoing,,100,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Copy",120226508443690727,"Instagram search results","Before/After Selfies 2",120228301197000727,120228301197010727,instagram,inactive,ad,3,3,1,"7-day click or 1-day view",,,0,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After People With Pets",120226508443690727,"Overlay ads in Reels","Before/After People With Pets 2",120226537775840727,120226538359980727,facebook,active,ad,2,2,1,"7-day click or 1-day view",,,0,,2025-07-04,Ongoing,,50,,2025-07-20,2025-08-18
"Advantage+ shopping campaign 04/05/2025 Campaign – Copy","Advantage+ shopping campaign 04/05/2025 Ad set",120224364675780727,"Explore home","Advantage+ shopping campaign 04/05/2025 Ad",120224364675770727,120224364675790727,instagram,active,ad,0,1,0,"7-day click, 1-day view or 1-day engaged view",,,0,,2025-06-04,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Copy",120226508443690727,"Native, banner and interstitial","Before/After Selfies 3",120228301197000727,120228301197020727,audience_network,inactive,ad,0,1,0,"7-day click or 1-day view",,,0,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Copy",120226508443690727,"Instagram search results","Before/After Selfies 3",120228301197000727,120228301197020727,instagram,inactive,ad,0,1,0,"7-day click or 1-day view",,,0,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Copy",120226508443690727,"Native, banner and interstitial","Before/After Selfies 1",120228301197000727,120228301196990727,audience_network,inactive,ad,0,2,0,"7-day click or 1-day view",,,0,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
Before/After,"Before/After Selfies – Copy",120226508443690727,"Business Explore","Before/After Selfies 3",120228301197000727,120228301197020727,facebook,inactive,ad,0,1,0,"7-day click or 1-day view",,,0,,2025-07-29,Ongoing,,0,,2025-07-20,2025-08-18
